상풍명,가격,배송비,url
아이폰 16프로 티타늄 256GB 미개봉 새제품,"944,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=Bu1eXhdQZhVw2dyFPfeWQv%2F%2F%2Fw%3D%3DsPwr1XHwqEAcD7lD0OH8iuqoodMDBjm4qEf6rcT%2FiJ2hyoYErd7Wx1dfdVO6hh7qVgg%2Ffifm6Uk7usRg5zWEeHcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7GpyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF2jbc681x%2B%2F3gmeGvmvSMAYpuyF5V%2BRfeSk2AMSykYXvAeL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFDRWc3jkDoiJJf2JRlt%2FPJYaha3nLCLWVacsp2AqogQESJGRp24aa2lUFhxO%2FQJkGcRNvmkCkGTEGnQxjgQGSKvzMybi7RS0Fk%2FkZZEnWyH%2B4ikYh%2B1eAo3s9pIcgX6%2FV2C0QIFmdaLiWSgKlPqU4i5ga96vkTny6QqegmA7aLt6N3p5c0DfpcDT8m30E4WePa%2BO%2F8Ddk4YTzIsYHWUQx8NOEPo5mDwVZWXIVeYsJHlFs4kSnIUT%2B3twRsCCJRLf5sa53LL69Gf%2Brod5EId6uIiT%2B3R1dPNspK7XKiBm5cPP79DuisDAVO7T0vyYU9dB0tqJVTV2gtf8Yl9jmHkwkQhHDXkPIh%2BbrrNlR5vx15WBvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=88900069890&catId=50001519
아이폰 17 프로 맥스 256GB [자급제],"최저1,990,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=hR3h8Bo%2FvqS6eLPEM0gFVP%2F%2F%2Fw%3D%3DshtSd0mohjuD4rGAo2VzTILnPen4JEkZRxqxg%2FNd20eJyoYErd7Wx1dfdVO6hh7qVQlISVBcOGU64Ncs9M0pB1MKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7GphmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9DIVQ91h5S%2BQvV9MDm9A13fIk7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VHAxv4URztT%2BCzU46RYnjZBnAKf8C291BuVeZpLynUOGBCGSQdcrj%2BZJHLmJxgT%2FbtkL5JdTHDItRySe25wAAG1E5DM39lmf5thbwoOqtQwLzokh7KNEkkbwBBKOUFOEEqtrFOJ3BrPLpJ%2BiuodUZE4cqRCzBzq%2BZ7C0%2BXpOo%2F9X5MwgaHrWoAzPHLMkZSfFhch6Pw7%2BIOEWig3f%2FK7oOJIIjbxAMh%2B10%2BjmxnveZkXVBBY3GVy%2FFVxNiiDD0ajcaLS9smqMQBpas540n2guvUZR756KDaj62DcbSaw0V6nhlYGf4hWFNqfGLzZ3c%2FGP5wVHaYTupYbf8mDO1BZY8bUs%2FwGKUozltUWUbv%2FGDb5njzUaLji1QUfW5FQpucBI9CP9ozmdV%2FWs5eTR9VTjChb1Ys3WOro5rXyFDYiXnFAKJ9WonbWb0RbOZlNNEmK%2FUsOEsHC78VBLnFZh%2FnDobeN&nvMid=56666180942&catId=50001519
해외아이폰 17 프로 iPhone17 Pro 홍콩판 듀얼심 무음카메라 자급제 256GB,"1,897,000원","배송비100,000원",https://cr.shopping.naver.com/adcr?x=5For6XzS1OwPOY5q0dbVsf%2F%2F%2Fw%3D%3DsT16IZn5aDSi4YxeAUFUU3Q6OIX21O54g%2FCxtJSwFF%2F8AjU5j3gjlMYsRq8%2BGHFpSQh714WEm6VFxEjDwTB0a%2FzXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVq9tHYv1dOwnoO11Zd00M4WWWc0M5pcDR9kqAoy6jtOWjM5qdfE9DCOxQJliScnP5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVw7xuj%2FV0CPq4oPNczy23P1eiBlEzBdnfQskYgLXfqUs5A8NBAZCf%2FVkJyBEgnyzhr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuxPNEqPwNQ%2FpbjBEZqawLEg5B0pae9wQrZMIjJrfJHq1gzRGQMqXBWNWeUALR9IuSlLAFi7nH5XNuOe%2BR1dz0uAfQ4FmJr4k5yw11bVHr%2Byi1hPTNezz4HUQgoTx2HNZjl5ezwmEqvXD99NCiDaUaKQlZM%2BTMteHR67IoRXmEwivj1u44swkdS8scn25UZPgUPXiRaHc8A4PCXjTySTcw%2ByW%2FdqfMIP5NFxlGv2xta71tHBnEeLifAf0QJ6y9Y4d18FG0eB4z1Xh7Y1qhJPHnBfj5ErhwmE2kF2hw2EisTS%2FQH6T7Yrw3r%2FETqxdhG5uYj9%2FzcPnU6dBYy4AxBVyfPvdC28r%2B11CUgqSTCH7YFgGREtj3fr8IxGLpLj7y2oCXRL4F5nBIe0YMMHRJ%2FfBYyYGruH08DlKshetxY8KUEZb&nvMid=89923435612&catId=50001519
Apple 아이폰 12 mini 자급제  화이트  64GB,"348,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=F9yt63bmTqcpCjHPGL1Qdv%2F%2F%2Fw%3D%3Ds3KWMk0LpHMfVCrwfCFUIpwJ4PfLjYbG9sNUapHrIDilyoYErd7Wx1dfdVO6hh7qV6tTx5YL0EAClEm1WySLhYcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7Gp49gWwo4YAEWGPlnOMWQUB4qPKnSzTV71gbnTAjWaxQ8K0vzrc1MN6Wq0egkkOYlBlpstgOy9zp%2BUjPayjciHK1CKn5rFcfQ7z965oI0sayBGvVAb1IUpXBFuFi%2B1ZNb%2BS2SseMCphcLsrQsHBrXPYnp9OaHODlSTr8j1kQ1akVOrSI8ikOze51w8ItrWR%2FyMsPb4vekTzARyEf1DfM016pwCn%2FAtvdQblXmaS8p1DhgQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtTE7LJeMYnxhVmzbhAdXYF3f5TRm4ebkeqR55xTMCpWjnKrUh8YkpOVdSSVE2zYi4EWMT8%2Be7NKdcJ7h89OPlaJ4BJNlLFxk3PvF8yy1APiKlJJWTS2hl1hEtmDyyoN8%2BJwQPibd4OA%2Fd68Roc91pAT29OVakHBW2mm34vh%2FIYnuqQ3JjaRH1Md2JXjjLdkl16qxooFPrzMUUYUNd7o29tpRb4LyLTguxku3EHe0YSVN6xK0Il3%2Bki33fXWloAcELdOf4i9zFrBXE2548%2F2S161DLpBGLZ0j%2FMpyMMZQ66w1TpP633%2FTI7Ufp8Gr%2B2bIAV2Ucn07GFOLQwP9Gb%2BrihwGruH08DlKshetxY8KUEZb&nvMid=59440054535&catId=50001519
해외아이폰se 아이폰se1 공기계 모두의애플 se1 골드 WIFI 16GB,"116,500원","배송비16,500원",https://cr.shopping.naver.com/adcr?x=duTVE%2Bm8Zyfiol%2FGPHRs7%2F%2F%2F%2Fw%3D%3DsvwfEOlL%2BU%2FRm6Rxyb14EF%2FHimAaKskcftkvaFYDsV8VyoYErd7Wx1dfdVO6hh7qVfATby1nyBNi9bZJPdwfDhcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7GpyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1hi0pLwAgtnkt5HNVqPmIGpuyF5V%2BRfeSk2AMSykYXvAeL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFDUHVss68%2F%2BP6JV7OwEL%2Bjt4sSGTw%2BUfxADqbmZkmPy0xV13zJQi1K9pSiaKRyja3nRTjgUuPyugKQaYCODnWBkWMT8%2Be7NKdcJ7h89OPlaI677r0X2bWMRy1nKwV%2FVkad4pKc%2BFb4o4aqm%2BzTQQyl3k8bMEqY7ZpcvcQSdtkMphh6uiYOlAFZqsQtnCTPxKOiXUdVoigu8RI9UYFmd6bz%2BwOtz3niKBlhgja0o8CJCYV6FvprLT6AUcuQSsLYQDkjPOD4ljry3ozrBB12RH%2BjuvJP%2BGuCoc79sa9kJAMoH1S4Su5Cn5WaJXEnRtYJC7sS3%2FBRFNK%2Bpu8t6nDgy9yBsUNMKI2vYiotH%2FBFxqrisr4WYBle%2FIUFhWouTd7o18Wb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=89679698641&catId=50000249
Apple 애플 아이폰 14 128GB 미개봉 새제품,"587,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=KBFcE0GuoXKYztDHw9h8qv%2F%2F%2Fw%3D%3Dsb1fvBCBhds1zcs7X%2FXNy1meP19EX6BAREaOGOnlMYhNyoYErd7Wx1dfdVO6hh7qV1LOATL0G0%2F1dmbmYIkz8GsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7GpyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1y%2B2JDLvsLnZoC2AQByLsapuyF5V%2BRfeSk2AMSykYXvAeL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDQ0hcK6VH3jTI1FCqZInAG9hivBWooHLkHLGxNS5B7OfcRNvmkCkGTEGnQxjgQGSKvzMybi7RS0Fk%2FkZZEnWyH%2B4ikYh%2B1eAo3s9pIcgX6%2FV2gs6isKx7sA7ZBsn74D61Nd3Axm%2F6yNo6r9oiUqfo%2FaBsGqw3xl6zsATV0KdMTfvaqLm%2BESTktKGMp4tmd%2BRCMbpcmTqYdDrJVtdml7beF8L6nrfebnckJCqgqS%2F1UnID9i%2Bw049v8yFl6sRiF9FS6OuBZD%2FQkGyMe53inOjnLV3gLEh1Q%2BOTlMgtIJVf2uSqwYnD%2Bt2sO80T8ckRkLOYfvayb3rj3ZtAYI%2FZw2CVjVXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=89878263762&catId=50001519
애플 아이폰16E 128G / iphone-16 E / SE4,"530,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=mINcRMWooXaIsbYo%2B4Kqq%2F%2F%2F%2Fw%3D%3DsakvM5e1bfcxudDA4vD1mhabAzhgHHonzkia%2FRVffRYrxTAJR5s3V3RheLYZrm3hTiNPfPvPFoP0ORjl8nWCLAGg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfU1BbizgNQraOZoPuaSMvlFhdzqVu80S2WlRbsvJPi9sD%2BVmbbp7MNgQlG85Bu2tyV2qqp1XNIAFe3%2Fk5gPxIsHLL7oh4VZdlChKy1%2Boh76B1SaYjGK4Ok8KBUd1hZiKXj0TeS0I0vkY%2FLtQSA2TwFTQvNqQMuYjq%2BfeZGCiQNMxLOQPDQQGQn%2F1ZCcgRIJ8s4a%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7tIgQVAc4H2LkelPU9tnequZHy3oN8vTD4MW096f7Lod99iLbvTMZqV5V3ro8SZQ1z8zMm4u0UtBZP5GWRJ1sh%2F%2BnlI9TbjCzD6GLOSalHrkz4Qr3ziM1MTfz2cG%2FIn3Fy0DIsfiSt0okbPcKH469FYu4ZXFWJpibM7iwBYlG1bnwQcwh4TnOsV4R9Gx%2FkCWUNGd5PSt9ZlFLb73tP2i%2Fwx9rX6Zra%2BIxR1H9Yxebp5Y2JBWM4zRVVgFrMlwzMc6rGxChwsQYZrTCyV4dzakWStdyHWpsGgM6fgOIoNwtwRYt5H8JrvXOdKvI%2BF2SuSB1dvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=56871423719&catId=50000246
해외아이폰SE1 올인원 풀박스 공기계 세컨폰 스페이스그레이 16GB 베이직,"86,000원","배송비9,000원",https://cr.shopping.naver.com/adcr?x=aRmKNfqombcyP5k79aIcZf%2F%2F%2Fw%3D%3Dswe9SCqKQX%2Brwx0BAMifM%2B7AZNqEgV5%2BiEalwYI6QV8vxTAJR5s3V3RheLYZrm3hTI4LUcm9saF8jwucVLyn0PGg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfU1BbizgNQraOZoPuaSMvlFhdzqVu80S2WlRbsvJPi9sD%2BVmbbp7MNgQlG85Bu2tyVRL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY7Xa07WQY8APtMN3OKXIpl9nyrDruLHOz6yE3BnPfYlawSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJIWHsgu2xtQcxOiMT5UQ9fB6il9VdY9eyDzKDwGTzojBdrU9gBvTOY8XVxGgpGxxd2YxKyH%2BD%2F0Zv8r75v30Dkrc309dNYVswcZEcr9fsFHKvhZOUbTLLrU6et6Dn4TCiqcFse1ToKkTPmnPqfB1czlb70xOLoOcyBJcCpDzeWLnCyFlthAXZCQ%2FZvl9jQUBz5Qm6hdBQIQF1dMFenYoxRu9fHfkoc1RwASS4nPpq6whM10uzAln%2BbyWnSkO3GI3azAxbBJL%2FRR%2FA3QvatuxZKtFNIxXnbG%2BJP1XnqGL4fN4215a3wHjPCaw0Zwy3BLGnT67wwYrr%2F%2Fmhor63i6VkaXnHHlsqMahxadWBQplDTb%2FFMBxKGTtO%2FThvfaYoX1gFUBXlhUohQIAUoY4riBLgcgN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=89304859650&catId=50000249
아이폰 15 128GB Apple 미개봉 새상품,"643,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=0MUrg4FYRd0%2Bh9PfXq3az%2F%2F%2F%2Fw%3D%3DsdCdWKo8pkAKz0kTCeT1Zasc0OyuvYIXvB4%2Fph6PEYeJyoYErd7Wx1dfdVO6hh7qV0NJwWqdTpxDSDy1QFmuy4cKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7GpyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3zZaEtNruVeZwM9DMDGM8LpuyF5V%2BRfeSk2AMSykYXvAeL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFB5AGZrtEARX2JZ%2BKB0uxr1qa4fFblGxI0QRHDCXn99M%2FCgNVhXBCBtEVNR3ZL60A5GAjyHXDzSiiNWYR1MbNBvzMybi7RS0Fk%2FkZZEnWyH%2B4ikYh%2B1eAo3s9pIcgX6%2FVKVQKdC0N1wsclyJh5UTJ%2Fpga96vkTny6QqegmA7aLt4HIQQnrAOKexg0gv149oIMZpwld0o62%2B6BeXAKgaxeSDulBXMG7WVUNNGPsx5675fhzSz8wumL1zgDDXu8yiNM6reyyx3NOMLAri3QVF%2B4yQ%2FtRs2MgkAFbAzurpTEm5bBm%2FruuUvASMg8N2UOwEIbiMLEhzmDCTscqh661XgCr%2FDUrD7XHwYclQ9qMxbuquIOEsHC78VBLnFZh%2FnDobeN&nvMid=88646726618&catId=50000249
아이폰 에어 256GB [자급제],"최저1,431,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=n5r4Fo%2BgTkxhhgtB%2FtRrAP%2F%2F%2Fw%3D%3Ds7S7G5yPIvSR0JHEZwxEWSbhT98h03tq9OR63kiLEwIcAjU5j3gjlMYsRq8%2BGHFpSoLGmBZzfCn4hhJKCO6mDajXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVq9tHYv1dOwnoO11Zd00M4WWWc0M5pcDR9kqAoy6jtOWjM5qdfE9DCOxQJliScnP52h%2FqNbmMd3P9tE5jamCbKQuIB8ncdehaYvLTVmrbJlHElugTY1XnRunywj230icx%2F2M7NukjaZEovSPMpRwZE%2BE8YCiibN06F7pXXqOPTLBHWM2eO096DnXAhkJUE%2BCgjawqgMhyP6kR8AQxQG3jmKTq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0dJF8GSD%2Bgc1ns9VVWy3AwGovNxFWzA781dOsDXmXgY0GilyaKM5kn%2Bdjf5FjA7VexhAmnG%2BFOakk2AvAWMwRFoYLGdVQnyr1l5dG887fW5KWjryz8h0oKDZ3FKNA41c2nD38MxfZLVnMXa3E7TvClIe3kV4b8ftfDD%2F8y4AtKiWnftJTh3%2FaI19xoSwoAh36IuR0q84YQjjFrl3Wcbxl794eF8azDSk9VoCM1nCDWM4ThnCXupLc5tRiRONI6H7zi%2BZZmGGDB0C%2BTUM7pXoRnp1KU85kE3pXnhNMvq7%2FMWy%2BMXYz9NlB0K48Cz7CqmWB40VY1btruB0%2FSKqGucQr%2FwN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=56665469844&catId=50001519
Apple 아이폰 17 Pro 자급제,"1,790,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=u9EXz26eRTxsowyvxtpWcP%2F%2F%2Fw%3D%3Ds5SZqN9e6L38IbrKbIu9qxAKBdDAqr5QXCYWsXdILzrLxTAJR5s3V3RheLYZrm3hTBEXvEwrdvb2qKoLNL60qu2g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfU1BbizgNQraOZoPuaSMvlFhdzqVu80S2WlRbsvJPi9sD%2BVmbbp7MNgQlG85Bu2tyVHNZtQ%2FiGx%2BQOIyH96Kmut2E6W4nW1ZBCJdFOCy3XN8xMPC7dOB8WTUSlw%2FiWm3ZPFbA%2BqS%2Bj%2FOZwYl9ou%2FCpcs0f9r37fgvByq7yJRw8T60Hx36Fc9cNiEhIaeeVmhFMNaOWsYYN%2BOjdWZC5dxHp6LRky1jw0TqxQG54uiFH8T%2BDYv96qy2etP1UvhT%2BKVa21Yr6JEJrj5mw0lb6uE3YBc5A8NBAZCf%2FVkJyBEgnyzhr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuxeaLXeDAol9CHOLBA5yqATf5TRm4ebkeqR55xTMCpWjnKrUh8YkpOVdSSVE2zYi4EWMT8%2Be7NKdcJ7h89OPlaKKJes9pQU6ALnMrzdsBKe4iJWYHHe50ZM37VUaE3eqLJwQPibd4OA%2Fd68Roc91pATgrzM0mmwDE4c%2BCU9s3zGurUGCjiW1BJIfvf7DVOQ8GlZVdOGlGjGUD62%2FDTG4z%2B8X%2B4D%2F9pfWgLY%2BQdRyLZcrNiFgIp6Q8IO9tMwX%2FAlCl%2BJ8ysJBbZRnpU0baS%2FtvzR80yw%2BgLy2aZ2H1dJIqwynWCfZBwUWEihiVI7Mz3KeTh0cjwVm1BUYVknE7IEMpz4%3D&nvMid=57160310198&catId=50001519
Apple 정품 아이폰 15 자급제,"1,090,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=9YRdBFw%2Br6VO5apbkRIMJv%2F%2F%2Fw%3D%3Ds7LQTYfCxQn%2BJ5CGgnBqR7rUYLy0uQP34MgppA6Y7lZcAjU5j3gjlMYsRq8%2BGHFpSy8hMTPFc6phRlhIqib7CvTXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVq9tHYv1dOwnoO11Zd00M4WWWc0M5pcDR9kqAoy6jtOWjM5qdfE9DCOxQJliScnP56InUdgRJ2eKXcsL2jyhcXKQfvg83DEGAmQ8NhqAZnU8%2BtslBK1Y5fIFUlVO0wI%2BmlWVGHL374MgBQjWaRm9hsiwYxEf9600NO%2FGLrlEB7P45N7nBhyW1KD8hwKY3fDKAymjd5DxlkRlj8kmNIS2pLRngcpuaqsJssgmyBzktirR8KdAuKl0j%2FmQcZBG7xBbYhgNtNVH2TbUNpUY8ynIN9s32CkbxrNwm2uPxVFFB6fdVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRvz%2ByrynY7nfB830gfUdwtKQVmlmJE4%2B8afSr8xs%2B%2FmXoG1fUqIZ7CTqeNBeEUiuIjbVrhcIjK%2FyMdS%2B%2FohCHSTL5Bpk2Bgkccp4gjyF9C3Bpw1tMludhxdNstT59VWpC4M3zVaNSnElUms3mYOzPgGkbEf4FfFXKxRBjJgs6NFlJVHwm%2Fs0NsjHthyWqkJnwbh6709K9VhlE8zDnmKN1ue%2B1M1ro%2FU4BaInemzXqq77MFEetBEnk%2BYIkKG9pL6bzdHR9INs9ZpxiOekV5%2FkbMXEVVrw6ZPK6aT0K%2BOb7MCu3NB52nhjQB73t6d6iNd4LBgN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=50864833884&catId=50001519
Apple 정품 아이폰 15 Pro 자급제  화이트티타늄  256GB,"1,248,000원",배송비무료,https://cr.shopping.naver.com/adcr?x=hIrnMArMlmXOtsRiwe6EC%2F%2F%2F%2Fw%3D%3Ds%2BistuPu%2FGzSERnUR05HGeZl4bzNnSb%2B2gHnlEW1uHNJyoYErd7Wx1dfdVO6hh7qVvzNyiOoM%2BkhipQo4y8%2BbV8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7Gp49gWwo4YAEWGPlnOMWQUB4qPKnSzTV71gbnTAjWaxQ8TCpTAdCeOTtdCc%2FY8yDzvGkahgAoB%2FjU%2FsSJbDfl568NH9VLP3oyhk%2Fn0MP9WE6BJsAFM9W%2B9BN%2BGOaNfeDRTSSOmAX0qJU4HmOi2%2BJk9sJM%2FRC99MJWo2UqK6QUTiPL%2FG4H5FhDyaFh%2BgJ0xypWnMjAsgn5OALQwfhuDBSVc442sKoDIcj%2BpEfAEMUBt45ik6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdEmic8CdkHK0L3XSUDjTls3MG0xAK9cFbztp9AIDgfdSBopcmijOZJ%2FnY3%2BRYwO1XsYQJpxvhTmpJNgLwFjMERaGCxnVUJ8q9ZeXRvPO31uSPQeMYOkN0PrAzPRPKTrAp9SXUxvoKYPFHUCS1w8lsqf4HhpiJf%2FiFlbpCUXvtIuyDgKBbM3z8sZvfVr3mN9tzDpplKKi52%2Ba%2BhPSI7HFR8unYsGRZ0Szx1lM%2FySP9FxqC%2Bp633m53JCQqoKkv9VJyLVR9scpxSuPnQScIamHffHr2tnODe64rb7uSLBATmnL2ZVWCwxCaZyPHBegjD0iFkx4fAZFGqK%2FjJ2vYrjovPF32pyAjOqrpOaHW2MzolD6hWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=59448928090&catId=50001519
Apple 아이폰 13 미니 256GB,"239,250원",배송비무료,https://cr.shopping.naver.com/adcr?x=tyM6OdCZSw%2FTaMqrEwiwcv%2F%2F%2Fw%3D%3DsShR5teWJ%2BuLzB4ioaPc5GVsT0oWiB%2BkiSBkLDMmAh%2BJyoYErd7Wx1dfdVO6hh7qVe8ki385kNneB37jyx6OMFMKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmqs6VA1Ip9%2BaWCyaARjJQGsvQcVfIbwfdcQu8Df56jKCsr8yynXy1Rxgr6zJJ7GpL5jFwDFCegKdTHeOMiI4gtwB1kOFxQ1CFh%2Fhnue79cbXqOQm68ipmQjyM9uzVeSrbfZnwZG6P9Ax5SprXXorfJagfTzK7Yq6yjNcwMjw%2FyQaSp5%2BFHxgw5SKEz5vSmVOjawqgMhyP6kR8AQxQG3jmKTq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0M5lNdD9DgBWEVIybGPiIAKEBIWbpAxIcX9Ro4DQQ6vBxE2%2BaQKQZMQadDGOBAZIq%2FMzJuLtFLQWT%2BRlkSdbIf%2Fp5SPU24wsw%2BhizkmpR65MAUyu3a2EukFKMuokr4HWC13cDGb%2FrI2jqv2iJSp%2Bj9j8wQmOAKkP0HhiylSa6%2BSggs011HS8kqyk3lvP%2FUa6By4nGBARBx1to6F5sKpvyR93MApI8MCG6IKOD2pyiqV2xChwsQYZrTCyV4dzakWSt0d2BWi0JcNBJsLEQMOakNz15KzMNOofewArx2hnfFh5vU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=59537190949&catId=50001519
